"","t","s","date","activity_type","ideal_value","measure_type","baseline_value"
"1029",129,"C_999",2034-12-01,"proc",1246268.1762417,"activity",1182749.82572878
"1030",129,"C_999",2034-12-01,"non_proc",5263359.27866402,"activity",4995102.48938629
"1031",129,"C_999",2034-12-01,"dc",299527.368910743,"activity",284261.405477368
"1032",129,"C_999",2034-12-01,"ord",67023.5010363699,"activity",63607.5249947852
"1033",130,"C_999",2035-01-01,"first",2010854.04197485,"activity",1907593.44995494
"1034",130,"C_999",2035-01-01,"fups",4514827.91035186,"activity",4282984.22942854
"1035",130,"C_999",2035-01-01,"ncl",811574.982686764,"activity",769899.300896113
"1036",130,"C_999",2035-01-01,"cl",4464765.159867,"activity",4235492.2817694
"1037",130,"C_999",2035-01-01,"proc",1249341.80977295,"activity",1185186.09671797
"1038",130,"C_999",2035-01-01,"non_proc",5276340.14255376,"activity",5005391.58266551
"1039",130,"C_999",2035-01-01,"dc",300266.084206665,"activity",284846.937430487
"1040",130,"C_999",2035-01-01,"ord",67188.7990710099,"activity",63738.5460818044
"1041",131,"C_999",2035-02-01,"first",2015813.35051509,"activity",1911522.78013127
"1042",131,"C_999",2035-02-01,"fups",4525962.69395431,"activity",4291806.47568748
"1043",131,"C_999",2035-02-01,"ncl",813576.545534522,"activity",771485.167400226
"1044",131,"C_999",2035-02-01,"cl",4475776.47522121,"activity",4244216.70239203
"1045",131,"C_999",2035-02-01,"proc",1252423.02371367,"activity",1187627.3860265
"1046",131,"C_999",2035-02-01,"non_proc",5289353.02075573,"activity",5015701.86979225
"1047",131,"C_999",2035-02-01,"dc",301006.621373792,"activity",285433.67548356
"1048",131,"C_999",2035-02-01,"ord",67354.5047751961,"activity",63869.8370508107
"1049",132,"C_999",2035-03-01,"first",2020784.89004807,"activity",1915460.20408441
"1050",132,"C_999",2035-03-01,"fups",4537124.93893698,"activity",4300646.89432925
"1051",132,"C_999",2035-03-01,"ncl",815583.044776229,"activity",773074.300529682
"1052",132,"C_999",2035-03-01,"cl",4486814.94744964,"activity",4252959.09389269
"1053",132,"C_999",2035-03-01,"proc",1255511.83675919,"activity",1190073.7039913
"1054",132,"C_999",2035-03-01,"non_proc",5302397.99222587,"activity",5026033.39442237
"1055",132,"C_999",2035-03-01,"dc",301748.98490535,"activity",286021.622120955
"1056",132,"C_999",2035-03-01,"ord",67520.6191543516,"activity",64001.3984577169
