"","i","t","s","date","open","completed","new"
"91",2,18,"C_999",2022-10-01,841894,148849,0
"92",2,19,"C_999",2022-11-01,879900,162249,0
"93",2,20,"C_999",2022-12-01,955766,133469,0
"94",2,21,"C_999",2023-01-01,940747,177447,0
"95",2,22,"C_999",2023-02-01,690587,131593,0
"96",2,23,"C_999",2023-03-01,968268,150622,0
"97",2,24,"C_999",2023-04-01,996095,140900,0
"98",2,25,"C_999",2023-05-01,909772,170364,0
"99",2,26,"C_999",2023-06-01,919892,157444,0
"100",2,27,"C_999",2023-07-01,976923,151834,0
"101",2,28,"C_999",2023-08-01,1012698,158448,0
"102",2,29,"C_999",2023-09-01,980433,160059,0
"103",2,30,"C_999",2023-10-01,904725,156313,0
"104",2,31,"C_999",2023-11-01,958375,166764,0
"105",2,32,"C_999",2023-12-01,979097,129753,0
"106",2,33,"C_999",2024-01-01,973084,175645,0
"107",2,34,"C_999",2024-02-01,736265,136833,0
"108",2,35,"C_999",2024-03-01,1002464,135476,0
"109",3,0,"C_999",2021-04-01,508987,86579,0
"110",3,1,"C_999",2021-05-01,572458,92347,0
"111",3,2,"C_999",2021-06-01,558068,111895,0
"112",3,3,"C_999",2021-07-01,667213,108141,0
"113",3,4,"C_999",2021-08-01,682369,105805,0
"114",3,5,"C_999",2021-09-01,714893,129302,0
"115",3,6,"C_999",2021-10-01,675850,121626,0
"116",3,7,"C_999",2021-11-01,618039,125487,0
"117",3,8,"C_999",2021-12-01,730043,101815,0
"118",3,9,"C_999",2022-01-01,718358,121629,0
"119",3,10,"C_999",2022-02-01,719639,122388,0
"120",3,11,"C_999",2022-03-01,528485,116296,0
"121",3,12,"C_999",2022-04-01,760935,93405,0
"122",3,13,"C_999",2022-05-01,775371,130242,0
"123",3,14,"C_999",2022-06-01,772845,120959,0
"124",3,15,"C_999",2022-07-01,734930,102513,0
"125",3,16,"C_999",2022-08-01,763116,116539,0
"126",3,17,"C_999",2022-09-01,820717,120439,0
"127",3,18,"C_999",2022-10-01,753558,119570,0
"128",3,19,"C_999",2022-11-01,697348,124804,0
"129",3,20,"C_999",2022-12-01,776841,94476,0
"130",3,21,"C_999",2023-01-01,818785,130621,0
"131",3,22,"C_999",2023-02-01,791548,120198,0
"132",3,23,"C_999",2023-03-01,596808,106161,0
"133",3,24,"C_999",2023-04-01,837208,93971,0
"134",3,25,"C_999",2023-05-01,848930,124258,0
"135",3,26,"C_999",2023-06-01,763905,126142,0
"136",3,27,"C_999",2023-07-01,789082,104476,0
"137",3,28,"C_999",2023-08-01,840279,108885,0
"138",3,29,"C_999",2023-09-01,860882,117249,0
"139",3,30,"C_999",2023-10-01,824058,123896,0
"140",3,31,"C_999",2023-11-01,753505,122915,0
"141",3,32,"C_999",2023-12-01,836519,94024,0
"142",3,33,"C_999",2024-01-01,821808,127884,0
"143",3,34,"C_999",2024-02-01,809537,120317,0
"144",3,35,"C_999",2024-03-01,628135,96742,0
"145",4,0,"C_999",2021-04-01,329586,65209,0
"146",4,1,"C_999",2021-05-01,403790,62308,0
"147",4,2,"C_999",2021-06-01,452995,77752,0
"148",4,3,"C_999",2021-07-01,446208,81395,0
"149",4,4,"C_999",2021-08-01,539100,74894,0
"150",4,5,"C_999",2021-09-01,535721,97712,0
"151",4,6,"C_999",2021-10-01,567371,97262,0
"152",4,7,"C_999",2021-11-01,520265,103409,0
"153",4,8,"C_999",2021-12-01,516831,74293,0
"154",4,9,"C_999",2022-01-01,579170,91507,0
"155",4,10,"C_999",2022-02-01,575947,93694,0
"156",4,11,"C_999",2022-03-01,582964,105801,0
"157",4,12,"C_999",2022-04-01,433741,70571,0
"158",4,13,"C_999",2022-05-01,614862,92703,0
"159",4,14,"C_999",2022-06-01,647151,95836,0
"160",4,15,"C_999",2022-07-01,609143,92453,0
"161",4,16,"C_999",2022-08-01,659035,85810,0
"162",4,17,"C_999",2022-09-01,631010,100045,0
"163",4,18,"C_999",2022-10-01,654035,99635,0
"164",4,19,"C_999",2022-11-01,610557,108051,0
"165",4,20,"C_999",2022-12-01,608448,77230,0
"166",4,21,"C_999",2023-01-01,686235,98593,0
"167",4,22,"C_999",2023-02-01,678972,95663,0
"168",4,23,"C_999",2023-03-01,646214,101970,0
"169",4,24,"C_999",2023-04-01,515262,62914,0
"170",4,25,"C_999",2023-05-01,702914,90882,0
"171",4,26,"C_999",2023-06-01,713856,101364,0
"172",4,27,"C_999",2023-07-01,643219,90872,0
"173",4,28,"C_999",2023-08-01,686595,83297,0
"174",4,29,"C_999",2023-09-01,706143,91526,0
"175",4,30,"C_999",2023-10-01,715781,100976,0
"176",4,31,"C_999",2023-11-01,680659,105951,0
"177",4,32,"C_999",2023-12-01,653934,74528,0
"178",4,33,"C_999",2024-01-01,701686,100426,0
"179",4,34,"C_999",2024-02-01,683427,94279,0
"180",4,35,"C_999",2024-03-01,681941,89979,0
"181",5,0,"C_999",2021-04-01,350881,56248,0
"182",5,1,"C_999",2021-05-01,245887,47484,0
"183",5,2,"C_999",2021-06-01,293495,49719,0
"184",5,3,"C_999",2021-07-01,348596,52387,0
"185",5,4,"C_999",2021-08-01,344555,50547,0
"186",5,5,"C_999",2021-09-01,409898,65889,0
"187",5,6,"C_999",2021-10-01,412049,69234,0
"188",5,7,"C_999",2021-11-01,420674,77662,0
"189",5,8,"C_999",2021-12-01,416151,58309,0
"190",5,9,"C_999",2022-01-01,410449,61747,0
"191",5,10,"C_999",2022-02-01,461177,67870,0
"192",5,11,"C_999",2022-03-01,460110,76512,0
"193",5,12,"C_999",2022-04-01,465869,62098,0
"194",5,13,"C_999",2022-05-01,346991,60522,0
"195",5,14,"C_999",2022-06-01,500953,67084,0
"196",5,15,"C_999",2022-07-01,524416,70701,0
"197",5,16,"C_999",2022-08-01,477331,73321,0
"198",5,17,"C_999",2022-09-01,542025,71117,0
"199",5,18,"C_999",2022-10-01,493808,77313,0
"200",5,19,"C_999",2022-11-01,514355,82928,0
"201",5,20,"C_999",2022-12-01,519796,61249,0
"202",5,21,"C_999",2023-01-01,482792,74306,0
"203",5,22,"C_999",2023-02-01,559304,71367,0
"204",5,23,"C_999",2023-03-01,560946,79941,0
"205",5,24,"C_999",2023-04-01,539015,62265,0
"206",5,25,"C_999",2023-05-01,432176,60748,0
"207",5,26,"C_999",2023-06-01,578180,73472,0
"208",5,27,"C_999",2023-07-01,596636,71150,0
"209",5,28,"C_999",2023-08-01,547510,69182,0
"210",5,29,"C_999",2023-09-01,576071,68285,0
"211",5,30,"C_999",2023-10-01,580836,76658,0
"212",5,31,"C_999",2023-11-01,584961,85195,0
"213",5,32,"C_999",2023-12-01,585872,62220,0
"214",5,33,"C_999",2024-01-01,546273,74909,0
"215",5,34,"C_999",2024-02-01,579543,73562,0
"216",5,35,"C_999",2024-03-01,574575,70762,0
"217",6,0,"C_999",2021-04-01,275933,44659,0
"218",6,1,"C_999",2021-05-01,280798,47029,0
"219",6,2,"C_999",2021-06-01,192921,39501,0
"220",6,3,"C_999",2021-07-01,239921,35985,0
"221",6,4,"C_999",2021-08-01,288709,36213,0
"222",6,5,"C_999",2021-09-01,280128,46196,0
"223",6,6,"C_999",2021-10-01,335898,49633,0
"224",6,7,"C_999",2021-11-01,325800,59164,0
"225",6,8,"C_999",2021-12-01,353480,46399,0
"226",6,9,"C_999",2022-01-01,349778,51018,0
"227",6,10,"C_999",2022-02-01,333371,49359,0
"228",6,11,"C_999",2022-03-01,377520,58882,0
"229",6,12,"C_999",2022-04-01,386535,47728,0
"230",6,13,"C_999",2022-05-01,381770,60091,0
"231",6,14,"C_999",2022-06-01,297187,43678,0
"232",6,15,"C_999",2022-07-01,414408,51204,0
"233",6,16,"C_999",2022-08-01,445861,58618,0
"234",6,17,"C_999",2022-09-01,400140,60710,0
"235",6,18,"C_999",2022-10-01,439173,56773,0
"236",6,19,"C_999",2022-11-01,404525,67291,0
"237",6,20,"C_999",2022-12-01,450641,50651,0
"238",6,21,"C_999",2023-01-01,449651,64209,0
"239",6,22,"C_999",2023-02-01,400502,56766,0
"240",6,23,"C_999",2023-03-01,469449,61933,0
"241",6,24,"C_999",2023-04-01,480143,51959,0
"242",6,25,"C_999",2023-05-01,450412,63063,0
"243",6,26,"C_999",2023-06-01,371019,50663,0
"244",6,27,"C_999",2023-07-01,489646,58269,0
"245",6,28,"C_999",2023-08-01,519487,59245,0
"246",6,29,"C_999",2023-09-01,466421,59914,0
"247",6,30,"C_999",2023-10-01,483818,62926,0
"248",6,31,"C_999",2023-11-01,482355,70520,0
"249",6,32,"C_999",2023-12-01,510100,53143,0
"250",6,33,"C_999",2024-01-01,492014,67938,0
"251",6,34,"C_999",2024-02-01,458751,59251,0
"252",6,35,"C_999",2024-03-01,495570,59325,0
"253",7,0,"C_999",2021-04-01,231738,35777,0
"254",7,1,"C_999",2021-05-01,223369,36685,0
"255",7,2,"C_999",2021-06-01,224370,40844,0
"256",7,3,"C_999",2021-07-01,168646,27724,0
"257",7,4,"C_999",2021-08-01,199719,24873,0
"258",7,5,"C_999",2021-09-01,237926,32949,0
"259",7,6,"C_999",2021-10-01,235135,34505,0
"260",7,7,"C_999",2021-11-01,269120,43546,0
"261",7,8,"C_999",2021-12-01,278600,34515,0
"262",7,9,"C_999",2022-01-01,300453,42944,0
"263",7,10,"C_999",2022-02-01,286690,41452,0
"264",7,11,"C_999",2022-03-01,281542,42853,0
"265",7,12,"C_999",2022-04-01,320985,38274,0
"266",7,13,"C_999",2022-05-01,322569,48235,0
"267",7,14,"C_999",2022-06-01,318926,45289,0
"268",7,15,"C_999",2022-07-01,254853,33976,0
"269",7,16,"C_999",2022-08-01,355388,44373,0
"270",7,17,"C_999",2022-09-01,377089,51030,0
"271",7,18,"C_999",2022-10-01,322108,50941,0
"272",7,19,"C_999",2022-11-01,363027,52310,0
"273",7,20,"C_999",2022-12-01,354546,41363,0
"274",7,21,"C_999",2023-01-01,390506,55138,0
"275",7,22,"C_999",2023-02-01,373892,49753,0
"276",7,23,"C_999",2023-03-01,342424,49144,0
"277",7,24,"C_999",2023-04-01,407246,40950,0
"278",7,25,"C_999",2023-05-01,411961,52942,0
"279",7,26,"C_999",2023-06-01,377795,54354,0
"280",7,27,"C_999",2023-07-01,327625,38561,0
"281",7,28,"C_999",2023-08-01,425737,48093,0
"282",7,29,"C_999",2023-09-01,447386,54327,0
"283",7,30,"C_999",2023-10-01,391998,56464,0
"284",7,31,"C_999",2023-11-01,408311,58064,0
"285",7,32,"C_999",2023-12-01,424455,45598,0
"286",7,33,"C_999",2024-01-01,434333,60355,0
"287",7,34,"C_999",2024-02-01,416413,54682,0
"288",7,35,"C_999",2024-03-01,397522,48439,0
"289",8,0,"C_999",2021-04-01,168571,24850,0
"290",8,1,"C_999",2021-05-01,190335,29403,0
"291",8,2,"C_999",2021-06-01,183414,32338,0
"292",8,3,"C_999",2021-07-01,173653,29426,0
"293",8,4,"C_999",2021-08-01,149313,18849,0
"294",8,5,"C_999",2021-09-01,167589,23895,0
"295",8,6,"C_999",2021-10-01,201608,26464,0
"296",8,7,"C_999",2021-11-01,192927,30693,0
"297",8,8,"C_999",2021-12-01,233988,25956,0
"298",8,9,"C_999",2022-01-01,243420,32290,0
"299",8,10,"C_999",2022-02-01,248426,34987,0
"300",8,11,"C_999",2022-03-01,239491,36718,0
"301",8,12,"C_999",2022-04-01,241400,27859,0
"302",8,13,"C_999",2022-05-01,267072,39090,0
"303",8,14,"C_999",2022-06-01,278094,36410,0
"304",8,15,"C_999",2022-07-01,262539,36103,0
"305",8,16,"C_999",2022-08-01,245341,28925,0
"306",8,17,"C_999",2022-09-01,302208,39189,0
"307",8,18,"C_999",2022-10-01,303342,42725,0
"308",8,19,"C_999",2022-11-01,267006,46051,0
"309",8,20,"C_999",2022-12-01,325356,32468,0
"310",8,21,"C_999",2023-01-01,312818,45071,0
"311",8,22,"C_999",2023-02-01,326324,44117,0
"312",8,23,"C_999",2023-03-01,313804,44639,0
"313",8,24,"C_999",2023-04-01,298511,32520,0
"314",8,25,"C_999",2023-05-01,346878,43497,0
"315",8,26,"C_999",2023-06-01,353669,46597,0
"316",8,27,"C_999",2023-07-01,313041,41763,0
"317",8,28,"C_999",2023-08-01,320154,32539,0
"318",8,29,"C_999",2023-09-01,366722,44748,0
"319",8,30,"C_999",2023-10-01,374515,50817,0
"320",8,31,"C_999",2023-11-01,328734,52384,0
"321",8,32,"C_999",2023-12-01,360093,36794,0
"322",8,33,"C_999",2024-01-01,378230,51440,0
"323",8,34,"C_999",2024-02-01,365257,49437,0
"324",8,35,"C_999",2024-03-01,354844,45932,0
"325",9,0,"C_999",2021-04-01,127719,19381,0
"326",9,1,"C_999",2021-05-01,139399,21257,0
"327",9,2,"C_999",2021-06-01,154185,27281,0
"328",9,3,"C_999",2021-07-01,153534,24224,0
"329",9,4,"C_999",2021-08-01,135415,21180,0
"330",9,5,"C_999",2021-09-01,126342,17538,0
"331",9,6,"C_999",2021-10-01,141782,19661,0
"332",9,7,"C_999",2021-11-01,162199,25006,0
"333",9,8,"C_999",2021-12-01,171381,19180,0
"334",9,9,"C_999",2022-01-01,200811,25930,0
"335",9,10,"C_999",2022-02-01,199594,26697,0
"336",9,11,"C_999",2022-03-01,204172,32606,0
"337",9,12,"C_999",2022-04-01,201571,24863,0
"338",9,13,"C_999",2022-05-01,210964,28747,0
"339",9,14,"C_999",2022-06-01,222727,30952,0
"340",9,15,"C_999",2022-07-01,233349,29606,0
"341",9,16,"C_999",2022-08-01,197323,31072,0
"342",9,17,"C_999",2022-09-01,214121,25164,0
"343",9,18,"C_999",2022-10-01,241510,33820,0
"344",9,19,"C_999",2022-11-01,246735,39223,0
"345",9,20,"C_999",2022-12-01,236766,28494,0
"346",9,21,"C_999",2023-01-01,293426,36584,0
"347",9,22,"C_999",2023-02-01,256641,35238,0
"348",9,23,"C_999",2023-03-01,270715,38831,0
"349",9,24,"C_999",2023-04-01,266147,29568,0
"350",9,25,"C_999",2023-05-01,266050,34039,0
"351",9,26,"C_999",2023-06-01,291379,39284,0
"352",9,27,"C_999",2023-07-01,300025,37282,0
"353",9,28,"C_999",2023-08-01,236653,34475,0
"354",9,29,"C_999",2023-09-01,276894,30375,0
"355",9,30,"C_999",2023-10-01,301727,44297,0
"356",9,31,"C_999",2023-11-01,308401,49748,0
"357",9,32,"C_999",2023-12-01,287310,33729,0
"358",9,33,"C_999",2024-01-01,298348,43463,0
"359",9,34,"C_999",2024-02-01,312928,43103,0
"360",9,35,"C_999",2024-03-01,308100,41032,0
"361",10,0,"C_999",2021-04-01,92491,14103,0
"362",10,1,"C_999",2021-05-01,101799,17218,0
"363",10,2,"C_999",2021-06-01,116788,19573,0
"364",10,3,"C_999",2021-07-01,124643,20628,0
"365",10,4,"C_999",2021-08-01,127201,17227,0
"366",10,5,"C_999",2021-09-01,105816,19478,0
"367",10,6,"C_999",2021-10-01,109358,14635,0
"368",10,7,"C_999",2021-11-01,114044,18388,0
"369",10,8,"C_999",2021-12-01,136122,15797,0
"370",10,9,"C_999",2022-01-01,149518,18343,0
"371",10,10,"C_999",2022-02-01,162354,22270,0
"372",10,11,"C_999",2022-03-01,169517,25937,0
"373",10,12,"C_999",2022-04-01,170140,20787,0
"374",10,13,"C_999",2022-05-01,157673,25749,0
"375",10,14,"C_999",2022-06-01,176939,23740,0
"376",10,15,"C_999",2022-07-01,182620,24492,0
"377",10,16,"C_999",2022-08-01,195514,25797,0
"378",10,17,"C_999",2022-09-01,158322,26852,0
"379",10,18,"C_999",2022-10-01,174595,21835,0
"380",10,19,"C_999",2022-11-01,197372,31969,0
"381",10,20,"C_999",2022-12-01,216214,25260,0
"382",10,21,"C_999",2023-01-01,192593,31401,0
"383",10,22,"C_999",2023-02-01,240428,29762,0
"384",10,23,"C_999",2023-03-01,225389,32393,0
"385",10,24,"C_999",2023-04-01,229783,26742,0
"386",10,25,"C_999",2023-05-01,211828,31982,0
"387",10,26,"C_999",2023-06-01,223159,31082,0
"388",10,27,"C_999",2023-07-01,242778,31825,0
"389",10,28,"C_999",2023-08-01,253299,32506,0
"390",10,29,"C_999",2023-09-01,186886,33284,0
"391",10,30,"C_999",2023-10-01,233887,34178,0
"392",10,31,"C_999",2023-11-01,243927,44405,0
"393",10,32,"C_999",2023-12-01,263951,32985,0
"394",10,33,"C_999",2024-01-01,224084,39882,0
"395",10,34,"C_999",2024-02-01,240100,37858,0
"396",10,35,"C_999",2024-03-01,260446,36906,0
"397",11,0,"C_999",2021-04-01,60172,8589,0
"398",11,1,"C_999",2021-05-01,75996,12257,0
"399",11,2,"C_999",2021-06-01,80022,15984,0
"400",11,3,"C_999",2021-07-01,98369,14941,0
"401",11,4,"C_999",2021-08-01,104307,14756,0
"402",11,5,"C_999",2021-09-01,105542,17197,0
"403",11,6,"C_999",2021-10-01,82206,16010,0
"404",11,7,"C_999",2021-11-01,88284,13655,0
"405",11,8,"C_999",2021-12-01,100229,11849,0
"406",11,9,"C_999",2022-01-01,110465,15590,0
"407",11,10,"C_999",2022-02-01,120736,16392,0
"408",11,11,"C_999",2022-03-01,131266,21085,0
"409",11,12,"C_999",2022-04-01,142432,17110,0
"410",11,13,"C_999",2022-05-01,138293,22829,0
"411",11,14,"C_999",2022-06-01,130272,20128,0
"412",11,15,"C_999",2022-07-01,147103,19164,0
"413",11,16,"C_999",2022-08-01,154491,22193,0
"414",11,17,"C_999",2022-09-01,165421,23166,0
"415",11,18,"C_999",2022-10-01,120580,22282,0
"416",11,19,"C_999",2022-11-01,149182,20609,0
"417",11,20,"C_999",2022-12-01,173009,20161,0
"418",11,21,"C_999",2023-01-01,183974,29178,0
"419",11,22,"C_999",2023-02-01,154919,25684,0
"420",11,23,"C_999",2023-03-01,186606,28525,0
"421",11,24,"C_999",2023-04-01,198793,22402,0
"422",11,25,"C_999",2023-05-01,192210,29779,0
"423",11,26,"C_999",2023-06-01,175543,29283,0
"424",11,27,"C_999",2023-07-01,186642,25970,0
"425",11,28,"C_999",2023-08-01,205444,27909,0
"426",11,29,"C_999",2023-09-01,205670,32480,0
"427",11,30,"C_999",2023-10-01,134994,37420,0
"428",11,31,"C_999",2023-11-01,187952,31970,0
"429",11,32,"C_999",2023-12-01,208476,28752,0
"430",11,33,"C_999",2024-01-01,213419,38846,0
"431",11,34,"C_999",2024-02-01,179870,33527,0
"432",11,35,"C_999",2024-03-01,197350,32142,0
"433",12,0,"C_999",2021-04-01,34461,5303,0
"434",12,1,"C_999",2021-05-01,49544,7476,0
"435",12,2,"C_999",2021-06-01,61928,11620,0
"436",12,3,"C_999",2021-07-01,66548,11904,0
"437",12,4,"C_999",2021-08-01,81714,11325,0
"438",12,5,"C_999",2021-09-01,84126,14774,0
"439",12,6,"C_999",2021-10-01,86902,14523,0
"440",12,7,"C_999",2021-11-01,64053,15324,0
"441",12,8,"C_999",2021-12-01,74613,8961,0
"442",12,9,"C_999",2022-01-01,85509,12026,0
"443",12,10,"C_999",2022-02-01,88594,14157,0
"444",12,11,"C_999",2022-03-01,99885,15840,0
"445",12,12,"C_999",2022-04-01,108781,14843,0
"446",12,13,"C_999",2022-05-01,117181,18759,0
"447",12,14,"C_999",2022-06-01,116225,18717,0
"448",12,15,"C_999",2022-07-01,108724,16761,0
"449",12,16,"C_999",2022-08-01,125410,17768,0
"450",12,17,"C_999",2022-09-01,130168,20570,0
"451",12,18,"C_999",2022-10-01,129583,20806,0
"452",12,19,"C_999",2022-11-01,91585,22510,0
"453",12,20,"C_999",2022-12-01,131530,13897,0
"454",12,21,"C_999",2023-01-01,147344,24335,0
"455",12,22,"C_999",2023-02-01,147482,24527,0
"456",12,23,"C_999",2023-03-01,127027,24340,0
"457",12,24,"C_999",2023-04-01,150960,20461,0
"458",12,25,"C_999",2023-05-01,164041,25429,0
"459",12,26,"C_999",2023-06-01,155624,27964,0
"460",12,27,"C_999",2023-07-01,143890,24721,0
"461",12,28,"C_999",2023-08-01,156812,23448,0
"462",12,29,"C_999",2023-09-01,165493,29516,0
"463",12,30,"C_999",2023-10-01,156563,36993,0
"464",12,31,"C_999",2023-11-01,101298,31495,0
"465",12,32,"C_999",2023-12-01,159040,20934,0
"466",12,33,"C_999",2024-01-01,165298,35367,0
"467",12,34,"C_999",2024-02-01,166016,33654,0
"468",12,35,"C_999",2024-03-01,151738,28577,0
"469",13,0,"C_999",2021-04-01,26351,6438,0
"470",13,1,"C_999",2021-05-01,28674,5576,0
"471",13,2,"C_999",2021-06-01,40165,7572,0
"472",13,3,"C_999",2021-07-01,49268,8672,0
"473",13,4,"C_999",2021-08-01,53956,8409,0
"474",13,5,"C_999",2021-09-01,65325,10830,0
"475",13,6,"C_999",2021-10-01,66137,12296,0
"476",13,7,"C_999",2021-11-01,66440,12681,0
"477",13,8,"C_999",2021-12-01,51386,9181,0
"478",13,9,"C_999",2022-01-01,62188,8858,0
"479",13,10,"C_999",2022-02-01,66828,10305,0
"480",13,11,"C_999",2022-03-01,67722,12898,0
"481",13,12,"C_999",2022-04-01,82425,10681,0
"482",13,13,"C_999",2022-05-01,86669,14812,0
"483",13,14,"C_999",2022-06-01,94887,14302,0
"484",13,15,"C_999",2022-07-01,93356,14225,0
"485",13,16,"C_999",2022-08-01,87868,14376,0
"486",13,17,"C_999",2022-09-01,101987,15550,0
"487",13,18,"C_999",2022-10-01,97500,17239,0
"488",13,19,"C_999",2022-11-01,99156,19226,0
"489",13,20,"C_999",2022-12-01,73723,14159,0
"490",13,21,"C_999",2023-01-01,108646,17753,0
"491",13,22,"C_999",2023-02-01,114356,20455,0
"492",13,23,"C_999",2023-03-01,117512,22388,0
"493",13,24,"C_999",2023-04-01,104656,16329,0
"494",13,25,"C_999",2023-05-01,119223,22841,0
"495",13,26,"C_999",2023-06-01,129353,23655,0
"496",13,27,"C_999",2023-07-01,122165,23546,0
"497",13,28,"C_999",2023-08-01,116225,22060,0
"498",13,29,"C_999",2023-09-01,123129,23783,0
"499",13,30,"C_999",2023-10-01,122014,31955,0
"500",13,31,"C_999",2023-11-01,114503,31497,0
"501",13,32,"C_999",2023-12-01,80418,21385,0
"502",13,33,"C_999",2024-01-01,120536,26943,0
"503",13,34,"C_999",2024-02-01,122810,29422,0
"504",13,35,"C_999",2024-03-01,121471,28782,0
"505",14,0,"C_999",2021-04-01,40878,12510,0
"506",14,1,"C_999",2021-05-01,17667,3942,0
"507",14,2,"C_999",2021-06-01,23057,3956,0
"508",14,3,"C_999",2021-07-01,32951,4763,0
"509",14,4,"C_999",2021-08-01,41129,5829,0
"510",14,5,"C_999",2021-09-01,44651,7612,0
"511",14,6,"C_999",2021-10-01,53381,8476,0
"512",14,7,"C_999",2021-11-01,51300,10471,0
"513",14,8,"C_999",2021-12-01,55197,7675,0
"514",14,9,"C_999",2022-01-01,44019,7754,0
"515",14,10,"C_999",2022-02-01,49342,7379,0
